Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","0118","Millet","2015","2015","ha","2693","I","Imputed value"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","0118","Millet","2016","2016","ha","3376","I","Imputed value"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","0118","Millet","2017","2017","ha","2980","I","Imputed value"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","0118","Millet","2018","2018","ha","2533","I","Imputed value"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","0118","Millet","2019","2019","ha","1401","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","0118","Millet","2020","2020","ha","1437","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","0118","Millet","2015","2015","hg/ha","23202","E","Estimated value"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","0118","Millet","2016","2016","hg/ha","22269","E","Estimated value"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","0118","Millet","2017","2017","hg/ha","16280","E","Estimated value"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","0118","Millet","2018","2018","hg/ha","16280","E","Estimated value"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","0118","Millet","2019","2019","hg/ha","19372","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","0118","Millet","2020","2020","hg/ha","13187","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0118","Millet","2015","2015","tonnes","6248","I","Imputed value"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0118","Millet","2016","2016","tonnes","7518.42","I","Imputed value"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0118","Millet","2017","2017","tonnes","4850.97","E","Estimated value"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0118","Millet","2018","2018","tonnes","4123.85","E","Estimated value"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0118","Millet","2019","2019","tonnes","2714","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0118","Millet","2020","2020","tonnes","1895","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","01510","Potatoes","2015","2015","ha","25019","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","01510","Potatoes","2016","2016","ha","35699","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","01510","Potatoes","2017","2017","ha","32116","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","01510","Potatoes","2018","2018","ha","32400","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","01510","Potatoes","2019","2019","ha","57066","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","01510","Potatoes","2020","2020","ha","53674","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","01510","Potatoes","2015","2015","hg/ha","130903","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","01510","Potatoes","2016","2016","hg/ha","119868","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","01510","Potatoes","2017","2017","hg/ha","159794","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","01510","Potatoes","2018","2018","hg/ha","190026","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","01510","Potatoes","2019","2019","hg/ha","161413","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","01510","Potatoes","2020","2020","hg/ha","159369","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01510","Potatoes","2015","2015","tonnes","327507","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01510","Potatoes","2016","2016","tonnes","427917","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01510","Potatoes","2017","2017","tonnes","513194","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01510","Potatoes","2018","2018","tonnes","615684","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01510","Potatoes","2019","2019","tonnes","921122","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01510","Potatoes","2020","2020","tonnes","855395","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","0113","Rice","2015","2015","ha","164000","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","0113","Rice","2016","2016","ha","119000","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","0113","Rice","2017","2017","ha","109452","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","0113","Rice","2018","2018","ha","117539","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","0113","Rice","2019","2019","ha","127530","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","0113","Rice","2020","2020","ha","147555","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","0113","Rice","2015","2015","hg/ha","25000","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","0113","Rice","2016","2016","hg/ha","29963","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","0113","Rice","2017","2017","hg/ha","30919","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","0113","Rice","2018","2018","hg/ha","29963","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","0113","Rice","2019","2019","hg/ha","29993","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","0113","Rice","2020","2020","hg/ha","29789","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0113","Rice","2015","2015","tonnes","410000","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0113","Rice","2016","2016","tonnes","356565","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0113","Rice","2017","2017","tonnes","338420","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0113","Rice","2018","2018","tonnes","352177","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0113","Rice","2019","2019","tonnes","382500","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0113","Rice","2020","2020","tonnes","439549","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","01802","Sugar cane","2015","2015","ha","3210","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","01802","Sugar cane","2016","2016","ha","1333","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","01802","Sugar cane","2017","2017","ha","1145","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","01802","Sugar cane","2018","2018","ha","1766","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","01802","Sugar cane","2019","2019","ha","1653","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","01802","Sugar cane","2020","2020","ha","1541","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","01802","Sugar cane","2015","2015","hg/ha","144717","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","01802","Sugar cane","2016","2016","hg/ha","130263","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","01802","Sugar cane","2017","2017","hg/ha","294541","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","01802","Sugar cane","2018","2018","hg/ha","143947","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","01802","Sugar cane","2019","2019","hg/ha","221041","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","01802","Sugar cane","2020","2020","hg/ha","261467","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01802","Sugar cane","2015","2015","tonnes","46454","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01802","Sugar cane","2016","2016","tonnes","17364","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01802","Sugar cane","2017","2017","tonnes","33725","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01802","Sugar cane","2018","2018","tonnes","25421","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01802","Sugar cane","2019","2019","tonnes","36538","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01802","Sugar cane","2020","2020","tonnes","40292","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","0111","Wheat","2015","2015","ha","2128104","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","0111","Wheat","2016","2016","ha","2300210","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","0111","Wheat","2017","2017","ha","2104377","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","0111","Wheat","2018","2018","ha","1635000","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","0111","Wheat","2019","2019","ha","2334000","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5312","Area harvested","0111","Wheat","2020","2020","ha","2668000","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","0111","Wheat","2015","2015","hg/ha","21959","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","0111","Wheat","2016","2016","hg/ha","19803","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","0111","Wheat","2017","2017","hg/ha","20342","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","0111","Wheat","2018","2018","hg/ha","22100","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","0111","Wheat","2019","2019","hg/ha","20951","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5419","Yield","0111","Wheat","2020","2020","hg/ha","19434","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0111","Wheat","2015","2015","tonnes","4673040","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0111","Wheat","2016","2016","tonnes","4555110","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0111","Wheat","2017","2017","tonnes","4280776","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0111","Wheat","2018","2018","tonnes","3613300","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0111","Wheat","2019","2019","tonnes","4890000","A","Official figure"
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0111","Wheat","2020","2020","tonnes","5185000","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0115","Barley","2015","2015","ha","2500","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0115","Barley","2016","2016","ha","3104","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0115","Barley","2017","2017","ha","3065","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0115","Barley","2018","2018","ha","3397","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0115","Barley","2019","2019","ha","2742","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0115","Barley","2020","2020","ha","3771","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","0115","Barley","2015","2015","hg/ha","28000","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","0115","Barley","2016","2016","hg/ha","28995","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","0115","Barley","2017","2017","hg/ha","29478","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","0115","Barley","2018","2018","hg/ha","28422","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","0115","Barley","2019","2019","hg/ha","28964","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","0115","Barley","2020","2020","hg/ha","33532","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","0115","Barley","2015","2015","tonnes","7000","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","0115","Barley","2016","2016","tonnes","9000","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","0115","Barley","2017","2017","tonnes","9035","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","0115","Barley","2018","2018","tonnes","9655","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","0115","Barley","2019","2019","tonnes","7942","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","0115","Barley","2020","2020","tonnes","12645","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","01701","Beans, dry","2015","2015","ha","14900","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","01701","Beans, dry","2016","2016","ha","13720","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","01701","Beans, dry","2017","2017","ha","13041","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","01701","Beans, dry","2018","2018","ha","13373","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","01701","Beans, dry","2019","2019","ha","13550","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","01701","Beans, dry","2020","2020","ha","13346","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","01701","Beans, dry","2015","2015","hg/ha","18792","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","01701","Beans, dry","2016","2016","hg/ha","18120","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","01701","Beans, dry","2017","2017","hg/ha","16256","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","01701","Beans, dry","2018","2018","hg/ha","18352","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","01701","Beans, dry","2019","2019","hg/ha","18289","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","01701","Beans, dry","2020","2020","hg/ha","19303","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","01701","Beans, dry","2015","2015","tonnes","28000","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","01701","Beans, dry","2016","2016","tonnes","24860","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","01701","Beans, dry","2017","2017","tonnes","21200","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","01701","Beans, dry","2018","2018","tonnes","24542","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","01701","Beans, dry","2019","2019","tonnes","24782","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","01701","Beans, dry","2020","2020","tonnes","25762","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0112","Maize (corn)","2015","2015","ha","54600","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0112","Maize (corn)","2016","2016","ha","58528","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0112","Maize (corn)","2017","2017","ha","58060","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0112","Maize (corn)","2018","2018","ha","54115","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0112","Maize (corn)","2019","2019","ha","55148","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","56727","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","0112","Maize (corn)","2015","2015","hg/ha","69597","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","0112","Maize (corn)","2016","2016","hg/ha","64877","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","0112","Maize (corn)","2017","2017","hg/ha","65632","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","0112","Maize (corn)","2018","2018","hg/ha","72273","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","0112","Maize (corn)","2019","2019","hg/ha","70529","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","0112","Maize (corn)","2020","2020","hg/ha","70359","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","0112","Maize (corn)","2015","2015","tonnes","380000","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","0112","Maize (corn)","2016","2016","tonnes","379714","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","0112","Maize (corn)","2017","2017","tonnes","381059","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","0112","Maize (corn)","2018","2018","tonnes","391104","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","0112","Maize (corn)","2019","2019","tonnes","388951","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","0112","Maize (corn)","2020","2020","tonnes","399125","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0117","Oats","2015","2015","ha","14600","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0117","Oats","2016","2016","ha","14736","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0117","Oats","2017","2017","ha","15390","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0117","Oats","2018","2018","ha","16550","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0117","Oats","2019","2019","ha","15800","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0117","Oats","2020","2020","ha","15545","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","0117","Oats","2015","2015","hg/ha","20548","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","0117","Oats","2016","2016","hg/ha","21718","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","0117","Oats","2017","2017","hg/ha","22136","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","0117","Oats","2018","2018","hg/ha","21083","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","0117","Oats","2019","2019","hg/ha","21128","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","0117","Oats","2020","2020","hg/ha","22888","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","0117","Oats","2015","2015","tonnes","30000","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","0117","Oats","2016","2016","tonnes","32003","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","0117","Oats","2017","2017","tonnes","34068","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","0117","Oats","2018","2018","tonnes","34893","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","0117","Oats","2019","2019","tonnes","33382","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","0117","Oats","2020","2020","tonnes","35579","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","01510","Potatoes","2015","2015","ha","10100","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","01510","Potatoes","2016","2016","ha","9693","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","01510","Potatoes","2017","2017","ha","9948","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","01510","Potatoes","2018","2018","ha","9726","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","01510","Potatoes","2019","2019","ha","10164","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","01510","Potatoes","2020","2020","ha","9701","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","01510","Potatoes","2015","2015","hg/ha","242574","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","01510","Potatoes","2016","2016","hg/ha","245894","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","01510","Potatoes","2017","2017","hg/ha","251110","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","01510","Potatoes","2018","2018","hg/ha","261714","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","01510","Potatoes","2019","2019","hg/ha","256455","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5419","Yield","01510","Potatoes","2020","2020","hg/ha","262742","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","01510","Potatoes","2015","2015","tonnes","245000","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","01510","Potatoes","2016","2016","tonnes","238345","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","01510","Potatoes","2017","2017","tonnes","249804","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","01510","Potatoes","2018","2018","tonnes","254543","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","01510","Potatoes","2019","2019","tonnes","260661","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5510","Production","01510","Potatoes","2020","2020","tonnes","254886","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0113","Rice","2015","2015","ha","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0113","Rice","2016","2016","ha","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0113","Rice","2017","2017","ha","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0113","Rice","2018","2018","ha","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0113","Rice","2019","2019","ha","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0113","Rice","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","008","Albania","5510","Production","0113","Rice","2015","2015","tonnes","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","008","Albania","5510","Production","0113","Rice","2016","2016","tonnes","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","008","Albania","5510","Production","0113","Rice","2017","2017","tonnes","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","008","Albania","5510","Production","0113","Rice","2018","2018","tonnes","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","008","Albania","5510","Production","0113","Rice","2019","2019","tonnes","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","008","Albania","5510","Production","0113","Rice","2020","2020","tonnes","0","M","Missing value (data cannot exist, not applicable)"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0116","Rye","2015","2015","ha","1300","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0116","Rye","2016","2016","ha","1204","A","Official figure"
"QCL","Crops and livestock products","008","Albania","5312","Area harvested","0116","Rye","2017","2017","ha","1189","A","Official figure"
